,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,area_qual,hood_qual,year_qual,basement,fullar_qual,garage_square,base_ground
61,62,75,4,60.0,7200,1,3,3,0,4,0,9,2,2,0,4,5,7,1920,1996,1,1,8,8,2,0.0,3,4,0,3,0,3,5,0.0,5,0.0,530.0,530.0,1,4,0,4,581,530,0,1111,0.0,0.0,1,0,3,1,1,6,6,0,2,5,1935.0,2,1.0,288.0,4,4,0,0,0,144,0,0,0,0,3,2007,8,4,138,124,9600,1590.0,36000,530.0,0.0
62,63,120,3,44.0,6442,1,0,3,0,4,0,16,2,2,4,2,8,5,2006,2006,1,1,12,13,3,178.0,2,4,2,2,1,2,2,24.0,5,0.0,1346.0,1370.0,1,0,1,4,1370,0,0,1370,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2.0,484.0,4,4,2,120,49,0,0,0,0,0,10,2007,8,4,540,32,16048,2740.0,51536,2740.0,32880.0
63,64,70,4,50.0,10300,1,0,0,0,4,0,17,6,1,0,5,7,6,1921,1950,1,1,11,12,2,0.0,3,4,0,3,3,3,5,0.0,5,0.0,576.0,576.0,1,2,1,4,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,6,0,2,5,1990.0,2,2.0,480.0,4,4,2,12,11,64,0,0,0,0,4,2010,8,4,1124,40,13447,1728.0,72100,1152.0,0.0
64,65,60,3,69.30579531442663,9375,1,3,3,0,4,0,5,2,2,0,5,7,5,1997,1998,1,1,12,13,1,573.0,3,4,2,2,3,3,2,739.0,5,0.0,318.0,1057.0,1,0,1,4,1057,977,0,2034,1.0,0.0,2,1,3,1,2,8,6,0,2,1,1998.0,1,2.0,645.0,4,4,2,576,36,0,0,0,0,0,2,2009,8,4,1498,97,13979,2114.0,65625,2114.0,1503126.0
65,66,60,3,76.0,9591,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,12,13,1,344.0,2,4,2,0,3,0,5,0.0,5,0.0,1143.0,1143.0,1,0,1,4,1143,1330,0,2473,0.0,0.0,2,1,4,1,2,9,6,1,2,3,2004.0,1,3.0,852.0,4,4,2,192,151,0,0,0,0,0,10,2007,8,4,1719,32,16032,0.0,76728,3429.0,0.0
66,67,20,3,69.30579531442663,19900,1,3,3,0,4,0,12,3,2,0,2,7,5,1970,1989,1,1,9,10,1,287.0,3,4,1,2,3,1,2,912.0,5,0.0,1035.0,1947.0,1,4,1,4,2207,0,0,2207,1.0,0.0,2,0,3,1,3,7,2,1,2,1,1970.0,1,2.0,576.0,4,4,2,301,0,0,0,0,0,0,7,2010,8,4,1603,16,13790,3894.0,139300,3894.0,2012784.0
67,68,20,3,72.0,10665,1,0,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,1,12,13,1,167.0,2,4,2,2,3,0,2,1013.0,5,0.0,440.0,1453.0,1,0,1,4,1479,0,0,1479,1.0,0.0,2,0,3,1,2,7,6,0,2,1,2003.0,1,2.0,558.0,4,4,2,144,29,0,0,0,0,0,6,2007,8,4,712,97,14021,2906.0,74655,2906.0,1498227.0
68,69,30,4,47.0,4608,1,3,3,0,0,0,17,0,2,0,2,4,6,1945,1950,1,1,8,8,2,0.0,3,2,1,3,3,3,5,0.0,5,0.0,747.0,747.0,1,4,1,4,747,0,0,747,0.0,0.0,1,0,2,1,3,4,6,0,2,1,1945.0,2,1.0,220.0,4,4,2,0,0,0,0,0,0,0,6,2010,8,4,1892,37,7780,2241.0,18432,747.0,0.0
69,70,50,3,81.0,15593,1,3,3,0,0,0,4,2,2,0,0,7,4,1953,1953,1,1,3,0,2,0.0,2,4,1,3,3,3,1,603.0,5,0.0,701.0,1304.0,2,4,1,4,1304,983,0,2287,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1953.0,0,2.0,667.0,4,4,2,0,21,114,0,0,0,0,7,2006,8,4,1641,92,13671,3912.0,109151,2608.0,1379061.0
70,71,20,3,95.0,13651,1,0,3,0,4,0,12,2,2,0,2,7,6,1973,1973,1,1,9,10,1,1115.0,3,2,1,2,3,1,0,1880.0,5,0.0,343.0,2223.0,1,0,1,4,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,6,2,2,1,1973.0,0,2.0,516.0,4,4,2,300,0,0,0,0,0,0,2,2007,8,4,1608,16,13811,4446.0,95557,4446.0,4179240.0
71,72,20,3,69.0,7599,1,3,3,0,0,0,11,2,2,0,2,4,6,1982,2006,1,1,6,10,2,0.0,3,4,1,3,3,3,0,565.0,5,0.0,280.0,845.0,1,4,1,4,845,0,0,845,1.0,0.0,1,0,2,1,3,4,6,0,2,5,1987.0,2,2.0,360.0,4,4,2,0,0,0,0,0,0,0,6,2007,8,4,1943,7,7928,2535.0,30396,1690.0,477425.0
72,73,60,3,74.0,10141,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1998,1,1,12,13,1,40.0,3,4,2,2,3,3,5,0.0,5,0.0,832.0,832.0,1,2,1,4,885,833,0,1718,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1998.0,0,2.0,427.0,4,4,2,0,94,0,0,291,0,0,12,2009,8,4,1140,117,13986,1664.0,70987,1664.0,0.0
73,74,20,3,85.0,10200,1,3,3,0,4,0,12,2,2,0,2,5,7,1954,2003,1,1,13,14,1,104.0,3,4,1,3,3,3,0,320.0,1,362.0,404.0,1086.0,1,2,1,4,1086,0,0,1086,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1989.0,2,2.0,490.0,4,4,2,0,0,0,0,0,0,0,5,2010,8,4,103,14,9770,3258.0,51000,2172.0,347520.0
74,75,50,4,60.0,5790,1,3,3,0,0,0,17,2,2,0,5,3,6,1915,1950,2,1,12,13,2,0.0,2,2,1,1,3,3,5,0.0,5,0.0,840.0,840.0,1,2,0,4,840,765,0,1605,0.0,0.0,2,0,3,2,3,8,6,0,2,5,1915.0,2,1.0,379.0,4,4,2,0,0,202,0,0,0,0,5,2010,8,4,936,36,5745,840.0,17370,840.0,0.0
75,76,180,4,21.0,1596,1,3,3,0,4,0,10,2,2,3,7,4,5,1973,1973,1,1,5,5,2,0.0,3,4,1,2,3,1,2,462.0,5,0.0,0.0,462.0,1,4,1,4,526,462,0,988,1.0,0.0,1,0,2,1,3,5,6,0,2,3,1973.0,2,1.0,297.0,4,4,2,120,101,0,0,0,0,0,11,2009,8,4,2073,2,7892,924.0,6384,462.0,456456.0
76,77,20,3,69.30579531442663,8475,1,0,3,0,4,0,12,2,2,0,2,4,7,1956,1956,1,1,12,13,2,0.0,3,4,1,3,3,3,0,228.0,5,0.0,724.0,952.0,1,0,1,0,952,0,0,952,0.0,0.0,1,0,2,1,3,4,6,0,2,5,1956.0,2,1.0,283.0,4,4,2,0,0,0,0,0,0,0,4,2008,8,4,2042,13,7824,2856.0,33900,952.0,217056.0
77,78,50,4,50.0,8635,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,13,14,2,0.0,3,4,1,3,3,3,1,336.0,2,41.0,295.0,672.0,1,4,1,4,1072,213,0,1285,1.0,0.0,1,0,2,1,3,6,2,0,2,5,1948.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,0,1,2008,8,4,386,86,9740,2016.0,43175,672.0,431760.0
78,79,90,3,72.0,10778,1,3,3,0,4,0,19,2,2,2,2,4,5,1968,1968,3,1,6,6,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1768.0,1768.0,1,4,0,4,1768,0,0,1768,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,0,0,0,0,0,0,4,2010,8,4,1202,48,7872,5304.0,43112,0.0,0.0
79,80,50,4,60.0,10440,1,3,3,0,0,0,17,2,2,0,5,5,6,1910,1981,1,1,13,14,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,440.0,440.0,1,2,1,4,682,548,0,1230,0.0,0.0,1,1,2,1,3,5,6,0,2,5,1966.0,2,2.0,440.0,4,4,2,74,0,128,0,0,0,0,5,2009,8,4,314,38,9550,1320.0,52200,880.0,0.0
80,81,60,3,100.0,13000,1,3,3,0,0,0,12,2,2,0,5,6,6,1968,1968,1,1,12,13,1,576.0,3,2,1,2,3,3,4,448.0,5,0.0,448.0,896.0,1,4,1,4,1182,960,0,2142,0.0,0.0,2,1,4,1,2,8,6,1,2,1,1968.0,0,1.0,509.0,4,4,2,0,72,0,0,252,0,0,6,2009,8,4,1571,15,11808,1792.0,78000,896.0,959616.0
81,82,120,4,32.0,4500,1,3,3,0,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,1,443.0,3,2,2,0,1,3,2,1201.0,5,0.0,36.0,1237.0,1,0,1,4,1337,0,0,1337,1.0,0.0,2,0,2,1,3,5,6,0,2,1,1998.0,0,2.0,405.0,4,4,2,0,199,0,0,0,0,0,3,2006,8,4,472,9,11988,0.0,27000,2474.0,1605737.0
82,83,20,3,78.0,10206,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,12,13,3,468.0,3,4,2,2,3,3,2,33.0,5,0.0,1530.0,1563.0,1,0,1,4,1563,0,0,1563,0.0,0.0,2,0,3,1,2,6,6,1,2,1,2007.0,1,3.0,758.0,4,4,2,144,99,0,0,0,0,0,10,2008,8,4,859,63,16056,3126.0,81648,4689.0,51579.0
83,84,20,3,80.0,8892,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1960,1,1,8,8,0,66.0,3,4,1,3,3,3,5,0.0,5,0.0,1065.0,1065.0,1,2,1,4,1065,0,0,1065,0.0,0.0,1,1,3,1,3,6,6,0,2,5,1974.0,2,2.0,461.0,4,4,2,74,0,0,0,0,0,0,7,2007,0,4,79,14,9800,3195.0,44460,2130.0,0.0
84,85,80,3,69.30579531442663,8530,1,0,3,0,4,0,8,2,2,0,7,7,5,1995,1996,1,1,6,6,1,22.0,3,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,1,2,1,4,804,670,0,1474,0.0,0.0,2,1,3,1,3,7,6,1,4,3,1995.0,0,2.0,400.0,4,4,2,120,72,0,0,0,0,700,5,2009,8,4,702,117,13965,768.0,59710,768.0,0.0
85,86,60,3,121.0,16059,1,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284.0,2,4,1,2,3,3,5,0.0,5,0.0,1288.0,1288.0,1,0,1,4,1301,1116,0,2417,0.0,0.0,2,1,4,1,2,9,6,1,4,1,1991.0,2,2.0,462.0,4,4,2,127,82,0,0,0,0,0,4,2006,8,4,1700,27,15928,2576.0,128472,2576.0,0.0
86,87,60,3,122.0,11911,1,1,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,3,0,5,0.0,5,0.0,684.0,684.0,1,0,1,4,684,876,0,1560,0.0,0.0,2,1,3,1,2,6,6,1,2,3,2005.0,0,2.0,400.0,4,4,2,100,38,0,0,0,0,0,3,2009,8,4,855,116,12030,1368.0,71466,1368.0,0.0
87,88,160,1,40.0,3951,1,3,3,0,0,0,21,2,2,4,5,6,5,2009,2009,1,1,12,13,3,76.0,2,4,2,2,3,0,5,0.0,5,0.0,612.0,612.0,1,0,1,4,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,6,0,2,5,2009.0,1,2.0,528.0,4,4,2,0,234,0,0,0,0,0,6,2009,6,5,303,61,12054,1224.0,23706,1224.0,0.0
88,89,50,0,105.0,8470,1,0,3,0,0,0,9,1,1,0,0,3,2,1915,1982,3,1,9,10,2,0.0,1,1,1,3,0,3,5,0.0,5,0.0,1013.0,1013.0,1,4,0,4,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,156,0,0,0,0,10,2009,3,0,806,122,5745,3039.0,25410,0.0,0.0
89,90,20,3,60.0,8070,1,3,3,0,4,0,5,2,2,0,2,4,5,1994,1995,1,1,12,13,2,0.0,3,4,2,2,3,3,2,588.0,5,0.0,402.0,990.0,1,0,1,4,990,0,0,990,1.0,0.0,1,0,3,1,3,5,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,2076,94,7976,1980.0,32280,0.0,582120.0
90,91,20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,4,5,1950,1950,1,1,3,14,2,0.0,3,4,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,0,1040,0,0,1040,0.0,0.0,1,0,2,1,3,4,6,0,2,5,1950.0,2,2.0,420.0,4,4,2,0,29,0,0,0,0,0,7,2006,8,4,45,13,7800,0.0,28800,0.0,0.0
91,92,20,3,85.0,8500,1,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203.0,3,4,1,3,3,3,4,600.0,5,0.0,635.0,1235.0,1,4,1,4,1235,0,0,1235,0.0,0.0,1,0,2,1,3,6,6,0,2,1,1961.0,2,2.0,480.0,4,4,2,0,0,0,0,0,0,0,12,2006,8,0,319,14,9805,3705.0,42500,2470.0,741000.0
92,93,30,3,80.0,13360,1,0,1,0,4,0,6,2,2,0,2,5,7,1921,2006,1,1,13,14,2,0.0,3,2,0,2,3,3,0,713.0,5,0.0,163.0,876.0,1,0,1,4,964,0,0,964,1.0,0.0,1,0,2,1,3,5,6,0,2,5,1921.0,2,2.0,432.0,4,4,2,0,0,44,0,0,0,0,8,2009,8,4,2050,101,9605,1752.0,66800,1752.0,687332.0
93,94,190,0,60.0,7200,1,3,3,0,0,0,17,2,2,1,4,6,6,1910,1998,3,1,8,8,2,0.0,3,4,0,3,0,2,4,1046.0,5,0.0,168.0,1214.0,2,0,0,4,1260,1031,0,2291,0.0,1.0,2,0,4,2,3,9,6,1,2,5,1900.0,2,2.0,506.0,4,4,2,0,0,0,0,99,0,0,11,2007,8,4,1646,39,11460,3642.0,43200,2428.0,2396386.0
94,95,60,3,69.0,9337,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,3,3,2,648.0,5,0.0,176.0,824.0,1,0,1,4,905,881,0,1786,1.0,0.0,2,1,3,1,2,7,6,0,2,1,1997.0,1,2.0,684.0,4,4,2,0,162,0,0,0,0,0,5,2007,8,4,1231,96,11982,1648.0,56022,1648.0,1157328.0
95,96,60,3,69.30579531442663,9765,1,1,3,0,0,0,8,2,2,0,5,6,8,1993,1993,1,1,12,13,1,68.0,0,2,2,2,1,3,0,310.0,5,0.0,370.0,680.0,1,2,1,4,680,790,0,1470,0.0,0.0,2,1,3,1,3,6,6,1,4,3,1993.0,0,2.0,420.0,4,4,2,232,63,0,0,0,0,480,4,2009,8,4,696,116,11958,1360.0,58590,1360.0,455700.0
96,97,20,3,78.0,10264,1,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,1,183.0,2,4,2,2,3,0,0,1162.0,5,0.0,426.0,1588.0,1,0,1,4,1588,0,0,1588,0.0,0.0,2,0,3,1,2,6,6,0,2,1,1999.0,1,2.0,472.0,4,4,2,158,29,0,0,0,0,0,8,2006,8,4,909,97,13993,3176.0,71848,3176.0,1845256.0
97,98,20,3,73.0,10921,1,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,1,6,6,1,48.0,3,4,1,3,3,3,4,520.0,5,0.0,440.0,960.0,1,4,1,1,960,0,0,960,1.0,0.0,1,0,3,1,3,6,6,0,2,1,1965.0,0,1.0,432.0,4,4,1,120,0,0,0,0,0,0,5,2007,8,4,2048,109,7860,2880.0,43684,960.0,499200.0
98,99,30,3,85.0,10625,1,3,3,0,0,0,7,2,2,0,2,5,5,1920,1950,1,1,13,14,2,0.0,3,4,0,3,3,3,0,108.0,5,0.0,350.0,458.0,1,1,0,4,835,0,0,835,0.0,0.0,1,0,2,1,3,5,6,0,2,2,1920.0,2,1.0,366.0,1,4,2,0,0,77,0,0,0,400,5,2010,0,0,1935,110,9600,1374.0,53125,458.0,90180.0
99,100,20,3,77.0,9320,1,0,3,0,4,0,12,2,2,0,2,4,5,1959,1959,1,1,9,10,2,0.0,3,4,1,3,3,3,0,569.0,5,0.0,381.0,950.0,1,1,1,4,1225,0,0,1225,1.0,0.0,1,1,3,1,3,6,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,2,352,0,0,0,0,0,400,1,2010,8,4,304,13,7836,2850.0,37280,0.0,697025.0
100,101,20,3,69.30579531442663,10603,1,0,3,0,4,0,14,2,2,0,2,6,7,1977,2001,1,1,9,10,1,28.0,3,4,2,3,3,2,0,1200.0,5,0.0,410.0,1610.0,1,2,1,4,1610,0,0,1610,1.0,0.0,2,0,3,1,2,6,6,2,4,1,1977.0,1,2.0,480.0,4,4,2,168,68,0,0,0,0,0,2,2010,8,4,944,21,11862,4830.0,63618,3220.0,1932000.0
101,102,60,3,77.0,9206,1,3,3,0,4,0,20,2,2,0,5,6,5,1985,1985,1,1,6,6,1,336.0,2,4,1,2,3,3,5,0.0,5,0.0,741.0,741.0,1,4,1,4,977,755,0,1732,0.0,0.0,2,1,3,1,2,7,6,1,4,1,1985.0,0,2.0,476.0,4,4,2,192,46,0,0,0,0,0,6,2010,8,4,1160,56,11910,1482.0,55236,1482.0,0.0
102,103,90,3,64.0,7018,1,3,0,0,4,0,20,2,2,2,2,5,5,1979,1979,1,1,6,6,2,0.0,3,1,3,3,3,3,5,0.0,5,0.0,0.0,0.0,1,4,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,6,0,2,1,1979.0,2,2.0,410.0,4,4,2,0,0,0,0,0,0,0,6,2009,8,2,818,55,9895,0.0,35090,0.0,0.0
103,104,20,3,94.0,10402,1,0,3,0,0,0,5,2,2,0,2,7,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1226.0,1226.0,1,0,1,4,1226,0,0,1226,0.0,0.0,2,0,3,1,2,6,6,0,2,1,2009.0,1,3.0,740.0,4,4,2,0,36,0,0,0,0,0,5,2010,8,4,306,97,14063,2452.0,72814,3678.0,0.0
104,105,50,4,69.30579531442663,7758,1,3,3,0,0,0,9,2,2,0,0,7,4,1931,1950,1,1,11,12,1,600.0,3,1,2,3,3,3,3,224.0,5,0.0,816.0,1040.0,1,0,1,1,1226,592,0,1818,0.0,0.0,1,1,4,1,3,7,6,2,4,5,1951.0,2,1.0,240.0,4,4,2,0,0,0,0,184,0,0,6,2007,8,4,1274,126,13517,3120.0,54306,1040.0,407232.0
105,106,60,1,75.0,9375,1,3,3,0,4,0,21,2,2,0,5,8,5,2003,2004,3,1,12,13,1,768.0,2,4,2,0,3,3,5,0.0,5,0.0,1053.0,1053.0,1,0,1,4,1053,939,0,1992,0.0,0.0,2,1,3,1,2,9,6,1,2,1,2003.0,1,2.0,648.0,4,4,2,140,45,0,0,0,0,0,8,2008,8,4,1465,63,16024,0.0,75000,2106.0,0.0
106,107,30,4,60.0,10800,1,3,3,0,4,0,17,2,2,0,2,4,7,1885,1995,4,1,12,13,2,0.0,3,4,0,1,3,3,5,0.0,5,0.0,641.0,641.0,1,2,1,4,1047,0,0,1047,0.0,0.0,1,0,2,1,3,6,6,0,2,5,1954.0,2,1.0,273.0,1,1,0,0,0,0,0,0,0,450,8,2007,8,4,55,37,7540,641.0,43200,641.0,0.0
107,108,20,4,50.0,6000,1,3,3,0,4,0,17,2,2,0,2,5,5,1948,1950,1,1,12,13,2,0.0,3,4,1,3,3,3,0,104.0,1,169.0,516.0,789.0,1,0,1,4,789,0,0,789,0.0,0.0,1,0,2,1,3,5,6,0,2,5,1948.0,2,1.0,250.0,4,4,2,0,0,0,0,0,0,0,4,2008,8,5,1911,38,9740,2367.0,30000,789.0,82056.0
108,109,50,4,85.0,8500,1,3,3,0,0,0,9,0,2,0,0,5,7,1919,2005,1,1,5,5,2,0.0,3,4,1,3,3,3,5,0.0,5,0.0,793.0,793.0,2,4,0,1,997,520,0,1517,0.0,0.0,2,0,3,1,1,7,6,0,2,1,1978.1134057971014,2,0.0,0.0,4,4,0,0,0,144,0,0,0,0,8,2007,8,4,789,124,9595,2379.0,42500,0.0,0.0
109,110,20,3,105.0,11751,1,0,3,0,4,0,14,2,2,0,2,6,6,1977,1977,3,1,9,10,1,480.0,3,4,1,2,3,3,1,705.0,5,0.0,1139.0,1844.0,1,0,1,4,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1977.0,1,2.0,546.0,4,4,2,0,122,0,0,0,0,0,1,2010,0,4,1310,21,11862,3688.0,70506,3688.0,1300020.0
110,111,50,3,75.0,9525,1,3,3,0,4,0,7,2,2,0,0,6,4,1954,1972,1,1,13,14,2,0.0,3,4,1,3,0,3,4,444.0,5,0.0,550.0,994.0,1,2,1,4,1216,639,0,1855,0.0,0.0,2,0,4,1,3,7,6,0,2,1,1954.0,2,1.0,325.0,4,4,2,182,0,0,0,0,0,0,10,2006,8,4,1322,111,11724,2982.0,57150,994.0,823620.0
111,112,80,3,69.30579531442663,7750,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,1,12,13,2,0.0,3,4,2,2,3,3,2,250.0,5,0.0,134.0,384.0,1,0,1,4,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,6,1,4,3,2000.0,0,2.0,400.0,4,4,2,180,0,0,0,0,0,0,4,2010,8,4,631,117,14000,768.0,54250,768.0,357500.0
112,113,60,3,77.0,9965,1,3,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,1,12,13,3,220.0,2,4,2,0,3,0,2,984.0,5,0.0,280.0,1264.0,1,0,1,4,1282,1414,0,2696,1.0,0.0,2,1,4,1,0,10,6,1,2,3,2007.0,0,3.0,792.0,4,4,2,120,184,0,0,168,0,0,10,2007,6,5,1792,97,14049,0.0,69755,3792.0,2652864.0
113,114,20,3,69.30579531442663,21000,1,3,0,0,0,0,6,2,2,0,2,6,5,1953,1953,3,1,13,14,1,184.0,3,2,1,2,3,2,0,35.0,4,869.0,905.0,1809.0,1,4,1,4,2259,0,0,2259,1.0,0.0,2,0,3,1,2,7,6,2,2,2,1953.0,2,2.0,450.0,4,4,2,166,120,192,0,0,0,0,10,2007,0,0,1626,102,11718,3618.0,126000,3618.0,79065.0
114,115,70,3,61.0,7259,1,0,3,0,4,1,6,2,2,0,5,6,8,1945,2002,2,1,13,14,2,0.0,3,4,1,3,3,3,0,774.0,3,150.0,104.0,1028.0,1,0,1,4,1436,884,0,2320,1.0,0.0,2,1,3,1,2,9,6,1,4,5,1945.0,2,1.0,180.0,4,4,2,224,0,0,0,0,0,0,7,2007,8,4,1657,102,11670,3084.0,43554,1028.0,1795680.0
115,116,160,1,34.0,3230,1,3,3,0,0,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,1,1129.0,3,4,2,2,3,3,2,419.0,5,0.0,310.0,729.0,1,2,1,4,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,6,1,1,5,1999.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,0,6,2007,8,4,679,61,11994,1458.0,19380,1458.0,610902.0
116,117,20,3,69.30579531442663,11616,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,1,1,13,14,1,116.0,3,4,1,3,3,3,3,170.0,1,670.0,252.0,1092.0,1,4,1,4,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,6,1,3,1,1962.0,2,1.0,288.0,4,4,2,0,20,144,0,0,0,0,9,2009,8,4,111,49,9810,3276.0,58080,1092.0,185640.0
117,118,20,3,74.0,8536,1,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,1,12,13,2,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1125.0,1125.0,1,2,1,4,1125,0,0,1125,0.0,0.0,1,1,2,1,3,5,6,0,2,1,2007.0,2,2.0,430.0,4,4,2,80,64,0,0,0,0,0,4,2007,6,5,160,110,10030,2250.0,42680,2250.0,0.0
118,119,60,3,90.0,12376,1,3,3,0,0,0,20,2,2,0,5,7,5,1990,1990,3,1,9,10,2,0.0,3,4,2,2,3,2,2,1470.0,5,0.0,203.0,1673.0,1,2,1,4,1699,1523,0,3222,1.0,0.0,3,0,5,1,2,11,6,2,4,1,1990.0,2,3.0,594.0,4,4,2,367,0,0,0,0,0,0,5,2010,8,4,1837,57,13930,3346.0,86632,5019.0,4736340.0
119,120,60,3,65.0,8461,1,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,2,0.0,2,4,2,2,3,3,5,0.0,5,0.0,728.0,728.0,1,0,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,6,1,2,1,2005.0,0,2.0,390.0,4,4,2,0,24,0,0,0,0,0,7,2006,6,5,674,96,12030,1456.0,50766,1456.0,0.0
120,121,80,3,69.30579531442663,21453,1,0,2,0,1,2,4,2,2,0,7,6,5,1969,1969,0,3,9,10,2,0.0,3,4,1,3,3,1,0,938.0,5,0.0,0.0,938.0,1,0,1,4,988,0,0,988,1.0,0.0,1,0,1,1,3,4,6,2,4,1,1969.0,2,2.0,540.0,4,4,2,0,130,0,130,0,0,0,10,2006,8,4,2075,91,11814,2814.0,128718,1876.0,926744.0
121,122,50,4,50.0,6060,1,3,3,0,4,0,9,2,2,0,0,4,5,1939,1950,1,1,0,0,2,0.0,3,4,2,3,3,3,5,0.0,5,0.0,732.0,732.0,1,2,1,4,772,351,0,1123,0.0,0.0,1,0,3,1,3,4,6,0,2,5,1979.0,2,1.0,264.0,4,4,1,0,0,140,0,0,0,0,6,2007,8,4,157,123,7756,2196.0,24240,732.0,0.0
122,123,20,3,75.0,9464,1,3,3,0,0,0,12,2,2,0,2,6,7,1958,1958,3,1,8,8,1,135.0,3,2,1,3,3,3,1,570.0,5,0.0,510.0,1080.0,1,2,1,4,1080,0,0,1080,0.0,0.0,1,0,3,1,3,5,6,0,2,1,1958.0,2,1.0,288.0,4,4,2,0,0,0,0,130,0,0,6,2008,8,4,97,15,11748,3240.0,56784,1080.0,615600.0
123,124,120,3,55.0,7892,1,3,3,0,4,0,20,2,2,4,2,6,5,1993,1993,1,1,9,10,2,0.0,2,4,2,2,3,3,2,300.0,5,0.0,899.0,1199.0,1,0,1,4,1199,0,0,1199,0.0,0.0,2,0,2,1,2,5,6,0,2,1,1993.0,1,2.0,530.0,4,4,2,0,63,0,0,0,0,0,3,2008,8,4,262,56,11958,2398.0,47352,2398.0,359700.0
124,125,20,3,48.0,17043,1,0,3,0,1,0,14,2,2,0,2,6,5,1979,1998,1,1,6,6,2,0.0,3,2,1,2,0,3,5,0.0,5,0.0,1362.0,1362.0,1,4,1,4,1586,0,0,1586,0.0,0.0,2,0,3,1,3,7,6,1,4,1,1979.0,2,2.0,435.0,4,4,2,192,0,0,0,0,0,0,1,2009,8,4,903,21,11874,2724.0,102258,2724.0,0.0
